id,pool,sid,name,postal,province,address,city
a2t5o0000003hdfAAA,Sobeys_Covid_Pool?,104,Lawtons Portland Street - COVID - MODERNA,B2Y 1H4,Nova Scotia,46 Portland Street,Dartmouth
a2t5o0000003hhIAAQ,Sobeys_Covid_Pool?,172,Lawtons Duffus Street - COVID - ASTRAZENECA,B3K 2M5,Nova Scotia,5515 Duffus Street,Halifax
a2t5o0000003hdzAAA,Sobeys_Covid_Pool?,111,Lawtons Antigonish - COVID - MODERNA,B2G 2E3,Nova Scotia,133 Church Street,Antigonish
a2t5o0000003hjnAAA,Sobeys_Covid_Pool?,574,Sobeys Queen Street - COVID - ASTRAZENECA,B3H 2R9,Nova Scotia,1120 Queen Street,Halifax
a2t5o0000003hkrAAA,Sobeys_Covid_Pool?,788,Sobeys First Lake Drive - COVID - ASTRAZENECA,B4C 3E4,Nova Scotia,80 First Lake Drive,Lower Sackville
a2t5o0000003hkvAAA,Sobeys_Covid_Pool?,630,Sobeys Sydney River - COVID - ASTRAZENECA,B1S 1P4,Nova Scotia,95 Keltic Drive,Sydney River 
a2t5o0000003hqZAAQ,Sobeys_Covid_Pool?,2563,Lawtons East River Road - COVID - ASTRAZENECA,B2H 3S3,Nova Scotia,810 East River Road,New Glasgow
a2t5o0000003hiGAAQ,Sobeys_Covid_Pool?,323,Sobeys Barrington Passage - COVID - MODERNA,B0W 1G0,Nova Scotia,3552 Highway 3,Barrington Passage
a2t5o0000003hfMAAQ,Sobeys_Covid_Pool?,133,Lawtons Shelburne - COVID - ASTRAZENECA,B0T 1W0,Nova Scotia,115 King Street,Shelburne
a2t5o0000003hlUAAQ,Sobeys_Covid_Pool?,670,Sobeys Downsview - COVID - ASTRAZENECA,B4E 1R7,Nova Scotia,752 Sackville Drive,Lower Sackville
a2t5o0000003hgtAAA,Sobeys_Covid_Pool?,162,Lawtons Sheet Harbour - COVID - ASTRAZENECA,B0J 3B0,Nova Scotia,22624 7 Highway,Sheet Harbour
a2t5o0000003hjOAAQ,Sobeys_Covid_Pool?,510,Sobeys North Sydney - COVID - ASTRAZENECA,B2A 3R7,Nova Scotia,116 King Street,North Sydney
a2t5o0000003hkWAAQ,Sobeys_Covid_Pool?,612,Sobeys Yarmouth - COVID - ASTRAZENECA,B5A 2T5,Nova Scotia,76 Starrs Road,Yarmouth
a2t5o0000003hkbAAA,Sobeys_Covid_Pool?,612,Sobeys Yarmouth - COVID - MODERNA,B5A 2T5,Nova Scotia,76 Starrs Road,Yarmouth
a2t5o0000003hkXAAQ,Sobeys_Covid_Pool?,772,Sobeys Tacoma - COVID - ASTRAZENECA,B2W 3E5,Nova Scotia,60 Tacoma Drive,Dartmouth
a2t5o0000003hiBAAQ,Sobeys_Covid_Pool?,323,Sobeys Barrington Passage - COVID - ASTRAZENECA,B0W 1G0,Nova Scotia,3552 Highway 3,Barrington Passage
a2t5o0000003hnVAAQ,Sobeys_Covid_Pool?,788,Sobeys First Lake Drive - COVID - MODERNA,B4C 3E4,Nova Scotia,80 First Lake Drive,Lower Sackville
a2t5o0000003hgQAAQ,Sobeys_Covid_Pool?,2565,Lawtons Bridgewater - COVID - ASTRAZENECA,B4V 2V6,Nova Scotia,26 North Street,Bridgewater
a2t5o0000003heiAAA,Sobeys_Covid_Pool?,124,Lawtons Cole Harbour Road - COVID - MODERNA,B2V 1E6,Nova Scotia,950 Cole Harbour Road,Dartmouth
a2t5o0000003hiQAAQ,Sobeys_Covid_Pool?,328,Sobeys Glace Bay - COVID - MODERNA,B1A 4W5,Nova Scotia,144 Reserve Street,Glace Bay
a2t5o0000003hmXAAQ,Sobeys_Covid_Pool?,739,Sobeys Fall River - COVID - ASTRAZENECA,B2T 1J5,Nova Scotia,3290 Highway 2 ,Fall River
a2t5o0000003hn6AAA,Sobeys_Covid_Pool?,747,Sobeys New Minas - COVID - MODERNA,B4N 4A9,Nova Scotia,9256 Commercial Street,New Minas
a2t5o0000003hi1AAA,Sobeys_Covid_Pool?,321,Sobeys Spryfield - COVID - ASTRAZENECA,B3P 1M2,Nova Scotia,279 Herring Cove Road,Halifax
a2t5o0000003hgoAAA,Sobeys_Covid_Pool?,157,Lawtons Northwood Terrace NHS - COVID - MODERNA,B3K 3S5,Nova Scotia,2615 Northwood Terrace,Halifax
a2t5o0000003hqtAAA,Sobeys_Covid_Pool?,2569,Lawtons Lower Sackville - COVID - ASTRAZENECA,B4C 2S4,Nova Scotia,665 Sackville Dr,Lower Sackville
a2t5o0000003hrrAAA,Sobeys_Covid_Pool?,2754,Lawtons Halifax Shopping Centre - COVID - ASTRAZENECA,B3L 2H8,Nova Scotia,7001 Mumford Road,Halifax
a2t5o0000003hhiAAA,Sobeys_Covid_Pool?,772,Sobeys Tacoma - COVID - MODERNA,B2W 3E5,Nova Scotia,60 Tacoma Drive,Dartmouth
a2t5o0000003hl5AAA,Sobeys_Covid_Pool?,644,Sobeys Clayton Park - COVID - ASTRAZENECA,B3M 3Y7,Nova Scotia,287 Lacewood Drive,Halifax
a2t5o0000003hoOAAQ,Sobeys_Covid_Pool?,829,Lawtons Sydney Rehab Equipment Centre - COVID - MODERNA,B1P 5X9,Nova Scotia,124 Pitt Street,Sydney
a2t5o0000003hoPAAQ,Sobeys_Covid_Pool?,845,Lawtons Mill Cove - COVID - MODERNA,B4A 1A9,Nova Scotia,965 Bedford Highway,Bedford
a2t5o0000003hpMAAQ,Sobeys_Covid_Pool?,879,Lawtons Westville - COVID - ASTRAZENECA,B0K 2A0,Nova Scotia,1886 Main Street,Westville
a2t5o0000003hpNAAQ,Sobeys_Covid_Pool?,881,Sobeys Halifax Shop Annex - Travel Wellness Clinic - COVID - ASTRAZENECA,B3L 4P1,Nova Scotia,6960 Mumford Road,Halifax
a2t5o00000041iBAAQ,Sobeys_Covid_Pool?,2579,Lawtons Pharmacy Walk-In Clinic - COVID - ASTRAZENECA,B2H 3S3,Nova Scotia,810 East River Road-Suite 211,New Glasgow
a2t5o0000003he4AAA,Sobeys_Covid_Pool?,112,Lawtons Bayers Road - COVID - ASTRAZENECA,B3L 2C2,Nova Scotia,7071 Bayers Road,Halifax
a2t5o0000003hqeAAA,Sobeys_Covid_Pool?,2563,Lawtons East River Road - COVID - MODERNA,B2H 3S3,Nova Scotia,810 East River Road,New Glasgow
a2t5o0000003hjTAAQ,Sobeys_Covid_Pool?,510,Sobeys North Sydney - COVID - MODERNA,B2A 3R7,Nova Scotia,116 King Street,North Sydney
a2t5o0000003hkCAAQ,Sobeys_Covid_Pool?,594,Sobeys Truro - COVID - ASTRAZENECA,B2N 1L2,Nova Scotia,68 Robie Street,Truro
a2t5o0000003hkNAAQ,Sobeys_Covid_Pool?,2569,Lawtons Lower Sackville - COVID - MODERNA,B4C 2S4,Nova Scotia,665 Sackville Dr,Lower Sackville
a2t5o0000003hiaAAA,Sobeys_Covid_Pool?,329,Sobeys Timberlea - COVID - MODERNA,B3T 1L5,Nova Scotia,65 Marketway Lane,Timberlea
a2t5o0000003hjxAAA,Sobeys_Covid_Pool?,580,Sobeys Bedford - COVID - ASTRAZENECA,B4A 1A9,Nova Scotia,955 Bedford Highway,Bedford
a2t5o00000041iLAAQ,Sobeys_Covid_Pool?,2579,Lawtons Pharmacy Walk-In Clinic - COVID - MODERNA,B2H 3S3,Nova Scotia,810 East River Road-Suite 211,New Glasgow
a2t5o0000003hdVAAQ,Sobeys_Covid_Pool?,97,Lawtons NS Wholesale Division - COVID - MODERNA,B3B 1R9,Nova Scotia,81 Thornhill Drive,Dartmouth
a2t5o0000003hfCAAQ,Sobeys_Covid_Pool?,128,Lawtons Clayton Park - COVID - MODERNA,B3M 3Y7,Nova Scotia,287 Lacewood Drive,Halifax
a2t5o0000003hdWAAQ,Sobeys_Covid_Pool?,145,Lawtons Musquodoboit - COVID - ASTRAZENECA,B0J 2L0,Nova Scotia,8003 7 Highway,Musquodoboit Harbour
a2t5o0000003hlFAAQ,Sobeys_Covid_Pool?,652,Sobeys New Glasgow - COVID - ASTRAZENECA,B2H 2K1,Nova Scotia,38 George Street,New Glasgow
a2t5o0000003hmIAAQ,Sobeys_Covid_Pool?,728,Sobeys Sydney - COVID - MODERNA,B1P 5K6,Nova Scotia,272B Prince Street,Sydney
a2t5o0000003hnkAAA,Sobeys_Covid_Pool?,806,Sobeys Wyse Road - COVID - MODERNA,B3A 1M9,Nova Scotia,210 Wyse Road,Dartmouth
a2t5o0000003hoJAAQ,Sobeys_Covid_Pool?,829,Lawtons Sydney Rehab Equipment Centre - COVID - ASTRAZENECA,B1P 5X9,Nova Scotia,124 Pitt Street,Sydney
a2t5o0000003hpHAAQ,Sobeys_Covid_Pool?,875,Lawtons Truro - COVID - ASTRAZENECA,B2N 5A4,Nova Scotia,316 Willow Street,Truro
a2t5o0000003hpIAAQ,Sobeys_Covid_Pool?,884,Lawtons Westphal - COVID - ASTRAZENECA,B2X 1R5,Nova Scotia,90 Main Street,Dartmouth
a2t5o0000003hqFAAQ,Sobeys_Covid_Pool?,2561,Lawtons New Minas - COVID - ASTRAZENECA,B4N 0E4,Nova Scotia,20 Silver Fox Avenue,New Minas
a2t5o0000003hmyAAA,Sobeys_Covid_Pool?,2568,Lawtons Bedford South - COVID - MODERNA,B3M 0G2,Nova Scotia,27 Peakview Way,Bedford
a2t5o0000003hrmAAA,Sobeys_Covid_Pool?,2753,Lawtons Kings Road - COVID - MODERNA,B1S 1A1,Nova Scotia,196 Kings Road,Sydney
a2t5o0000003hjBAAQ,Sobeys_Covid_Pool?,2761,Sobeys Sobeys 2761 Central - Fill - COVID - ASTRAZENECA,B4B 1B4,Nova Scotia,2-1220 Hammonds Plains Rd,Hammonds Plains
a2t5o0000003hduAAA,Sobeys_Covid_Pool?,111,Lawtons Antigonish - COVID - ASTRAZENECA,B2G 2E3,Nova Scotia,133 Church Street,Antigonish
a2t5o0000003hdvAAA,Sobeys_Covid_Pool?,114,Lawtons Lord Nelson - COVID - MODERNA,B3J 1G9,Nova Scotia,5665 Spring Garden Road,Halifax
a2t5o0000003heOAAQ,Sobeys_Covid_Pool?,119,Lawtons Windsor - COVID - MODERNA,B0N 2T0,Nova Scotia,25 Wentworth Road PO Box 790,Windsor
a2t5o0000003hePAAQ,Sobeys_Covid_Pool?,157,Lawtons Northwood Terrace NHS - COVID - ASTRAZENECA,B3K 3S5,Nova Scotia,2615 Northwood Terrace,Halifax
a2t5o0000003hljAAA,Sobeys_Covid_Pool?,684,Sobeys Tantallon - COVID - ASTRAZENECA,B3Z 4R3,Nova Scotia,3650 Hammonds Plains Road,Upper Tantallon
a2t5o0000003hmNAAQ,Sobeys_Covid_Pool?,729,Sobeys Amherst Centre Mall - COVID - MODERNA,B4H 4H4,Nova Scotia,140 South Albion Street,Amherst
a2t5o0000003hnfAAA,Sobeys_Covid_Pool?,806,Sobeys Wyse Road - COVID - ASTRAZENECA,B3A 1M9,Nova Scotia,210 Wyse Road,Dartmouth
a2t5o0000003hq5AAA,Sobeys_Covid_Pool?,2555,Lawtons Kentville - COVID - ASTRAZENECA,B4N 1K7,Nova Scotia,363 Main Street,Kentville
a2t5o0000003hjiAAA,Sobeys_Covid_Pool?,554,Sobeys Windsor Street - COVID - MODERNA,B3K 5C7,Nova Scotia,2651 Windsor Street,Halifax
a2t5o0000003hf7AAA,Sobeys_Covid_Pool?,128,Lawtons Clayton Park - COVID - ASTRAZENECA,B3M 3Y7,Nova Scotia,287 Lacewood Drive,Halifax
a2t5o0000003hh3AAA,Sobeys_Covid_Pool?,163,Lawtons Gladstone - COVID - ASTRAZENECA,B3K 5R3,Nova Scotia,6155 North Street,Halifax
a2t5o0000003hdaAAA,Sobeys_Covid_Pool?,104,Lawtons Portland Street - COVID - ASTRAZENECA,B2Y 1H4,Nova Scotia,46 Portland Street,Dartmouth
a2t5o0000003hqKAAQ,Sobeys_Covid_Pool?,2561,Lawtons New Minas - COVID - MODERNA,B4N 0E4,Nova Scotia,20 Silver Fox Avenue,New Minas
a2t5o0000003hgZAAQ,Sobeys_Covid_Pool?,150,Lawtons Sydney - COVID - MODERNA,B1P 1K7,Nova Scotia,540 George Street,Sydney
a2t5o0000003hgaAAA,Sobeys_Covid_Pool?,2565,Lawtons Bridgewater - COVID - MODERNA,B4V 2V6,Nova Scotia,26 North Street,Bridgewater
a2t5o0000003hdMAAQ,Sobeys_Covid_Pool?,684,Sobeys Tantallon - COVID - MODERNA,B3Z 4R3,Nova Scotia,3650 Hammonds Plains Road,Upper Tantallon
a2t5o0000003hl0AAA,Sobeys_Covid_Pool?,630,Sobeys Sydney River - COVID - MODERNA,B1S 1P4,Nova Scotia,95 Keltic Drive,Sydney River 
a2t5o0000003hk2AAA,Sobeys_Covid_Pool?,580,Sobeys Bedford - COVID - MODERNA,B4A 1A9,Nova Scotia,955 Bedford Highway,Bedford
a2t5o0000003hkHAAQ,Sobeys_Covid_Pool?,594,Sobeys Truro - COVID - MODERNA,B2N 1L2,Nova Scotia,68 Robie Street,Truro
a2t5o0000003hnLAAQ,Sobeys_Covid_Pool?,758,Sobeys Russell Lake - COVID - MODERNA,B2W 6L4,Nova Scotia,268 Baker Drive,Dartmouth
a2t5o0000003ho5AAA,Sobeys_Covid_Pool?,875,Lawtons Truro - COVID - MODERNA,B2N 5A4,Nova Scotia,316 Willow Street,Truro
a2t5o0000003ho6AAA,Sobeys_Covid_Pool?,2555,Lawtons Kentville - COVID - MODERNA,B4N 1K7,Nova Scotia,363 Main Street,Kentville
a2t5o00000041iGAAQ,Sobeys_Covid_Pool?,2579,Lawtons Pharmacy Walk-In Clinic - COVID - PFIZER,B2H 3S3,Nova Scotia,810 East River Road-Suite 211,New Glasgow
a2t5o0000003hfWAAQ,Sobeys_Covid_Pool?,136,Lawtons Glace Bay - COVID - ASTRAZENECA,B1A 3C6,Nova Scotia,290 Commercial Street,Glace Bay
a2t5o0000003hn1AAA,Sobeys_Covid_Pool?,747,Sobeys New Minas - COVID - ASTRAZENECA,B4N 4A9,Nova Scotia,9256 Commercial Street,New Minas
a2t5o0000003hjsAAA,Sobeys_Covid_Pool?,574,Sobeys Queen Street - COVID - MODERNA,B3H 2R9,Nova Scotia,1120 Queen Street,Halifax
a2t5o0000003hjtAAA,Sobeys_Covid_Pool?,895,Lawtons Cobequid Road - COVID - MODERNA,B4C 2N1,Nova Scotia,157-159 Cobequid Road,Lower Sackville
a2t5o0000003hjuAAA,Sobeys_Covid_Pool?,2753,Lawtons Kings Road - COVID - ASTRAZENECA,B1S 1A1,Nova Scotia,196 Kings Road,Sydney
a2t5o0000003hs1AAA,Sobeys_Covid_Pool?,2755,Lawtons New Waterford - COVID - ASTRAZENECA,B1H 1Z2,Nova Scotia,3415 Plummer Avenue,New Waterford
a2t5o0000003hlKAAQ,Sobeys_Covid_Pool?,652,Sobeys New Glasgow - COVID - MODERNA,B2H 2K1,Nova Scotia,38 George Street,New Glasgow
a2t5o0000003hmcAAA,Sobeys_Covid_Pool?,739,Sobeys Fall River - COVID - MODERNA,B2T 1J5,Nova Scotia,3290 Highway 2 ,Fall River
a2t5o0000003hgyAAA,Sobeys_Covid_Pool?,162,Lawtons Sheet Harbour - COVID - MODERNA,B0J 3B0,Nova Scotia,22624 7 Highway,Sheet Harbour
a2t5o0000003hm3AAA,Sobeys_Covid_Pool?,725,Sobeys Bedford South - COVID - ASTRAZENECA,B3M 0G2,Nova Scotia,55 Peakview Way,Bedford
a2t5o0000003hiVAAQ,Sobeys_Covid_Pool?,329,Sobeys Timberlea - COVID - ASTRAZENECA,B3T 1L5,Nova Scotia,65 Marketway Lane,Timberlea
a2t5o0000003hedAAA,Sobeys_Covid_Pool?,124,Lawtons Cole Harbour Road - COVID - ASTRAZENECA,B2V 1E6,Nova Scotia,950 Cole Harbour Road,Dartmouth
a2t5o0000003hpWAAQ,Sobeys_Covid_Pool?,884,Lawtons Westphal - COVID - MODERNA,B2X 1R5,Nova Scotia,90 Main Street,Dartmouth
a2t5o0000003hlZAAQ,Sobeys_Covid_Pool?,670,Sobeys Downsview - COVID - MODERNA,B4E 1R7,Nova Scotia,752 Sackville Drive,Lower Sackville
a2t5o0000003he9AAA,Sobeys_Covid_Pool?,112,Lawtons Bayers Road - COVID - MODERNA,B3L 2C2,Nova Scotia,7071 Bayers Road,Halifax
a2t5o0000003heAAAQ,Sobeys_Covid_Pool?,554,Sobeys Windsor Street - COVID - ASTRAZENECA,B3K 5C7,Nova Scotia,2651 Windsor Street,Halifax
a2t5o0000003hgUAAQ,Sobeys_Covid_Pool?,150,Lawtons Sydney - COVID - ASTRAZENECA,B1P 1K7,Nova Scotia,540 George Street,Sydney
a2t5o0000003hg6AAA,Sobeys_Covid_Pool?,879,Lawtons Westville - COVID - MODERNA,B0K 2A0,Nova Scotia,1886 Main Street,Westville
a2t5o0000003hpRAAQ,Sobeys_Covid_Pool?,881,Sobeys Halifax Shop Annex - Travel Wellness Clinic - COVID - MODERNA,B3L 4P1,Nova Scotia,6960 Mumford Road,Halifax
a2t5o0000003hpgAAA,Sobeys_Covid_Pool?,895,Lawtons Cobequid Road - COVID - ASTRAZENECA,B4C 2N1,Nova Scotia,157-159 Cobequid Road,Lower Sackville
a2t5o0000003hnGAAQ,Sobeys_Covid_Pool?,758,Sobeys Russell Lake - COVID - ASTRAZENECA,B2W 6L4,Nova Scotia,268 Baker Drive,Dartmouth
a2t5o0000003hhNAAQ,Sobeys_Covid_Pool?,172,Lawtons Duffus Street - COVID - MODERNA,B3K 2M5,Nova Scotia,5515 Duffus Street,Halifax
a2t5o0000003hj4AAA,Sobeys_Covid_Pool?,370,Sobeys Aberdeen Mall - COVID - MODERNA,B2H 3S2,Nova Scotia,610 East River Road,New Glasgow
a2t5o0000003hizAAA,Sobeys_Covid_Pool?,370,Sobeys Aberdeen Mall - COVID - ASTRAZENECA,B2H 3S2,Nova Scotia,610 East River Road,New Glasgow
a2t5o0000003hetAAA,Sobeys_Covid_Pool?,776,Sobeys Penhorn - COVID - ASTRAZENECA,B2Y 4B1,Nova Scotia,551 Portland St,Dartmouth
a2t5o0000003hfbAAA,Sobeys_Covid_Pool?,136,Lawtons Glace Bay - COVID - MODERNA,B1A 3C6,Nova Scotia,290 Commercial Street,Glace Bay
a2t5o0000003hi6AAA,Sobeys_Covid_Pool?,321,Sobeys Spryfield - COVID - MODERNA,B3P 1M2,Nova Scotia,279 Herring Cove Road,Halifax
a2t5o0000003hkgAAA,Sobeys_Covid_Pool?,622,Sobeys Panavista - COVID - ASTRAZENECA,B2W 5M5,Nova Scotia,612 Main Street  7 Highway,Dartmouth
a2t5o0000003hlAAAQ,Sobeys_Covid_Pool?,644,Sobeys Clayton Park - COVID - MODERNA,B3M 3Y7,Nova Scotia,287 Lacewood Drive,Halifax
a2t5o00000001GEAAY,Sobeys_Covid_Pool?,7505,Sobeys Shellard Lane - COVID - MODERNA,N3T 1M2,Ontario,"310 Colborne Street, West",Brantford
a2t5o00000001GfAAI,Sobeys_Covid_Pool?,7207,Sobeys Oshawa - COVID - MODERNA,L1K 2Z5,Ontario,"1377 Wilson Road, North",Oshawa
a2t5o00000001GiAAI,Sobeys_Covid_Pool?,7233,FreshCo Leslie & Major MacKenzie - COVID - PFIZER 12+ YEARS OLD,L4S 1P5,Ontario,"1430 Major MacKenzie Drive East, Unit A",Richmond Hill
a2t5o00000001K7AAI,Sobeys_Covid_Pool?,7270,Sobeys Stratford Ontario - COVID - MODERNA,N5A 5T8,Ontario,"581 Huron St, Unit #1",Stratford
a2t5o00000002BJAAY,Sobeys_Covid_Pool?,7207,Sobeys Oshawa - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L1K 2Z5,Ontario,"1377 Wilson Road, North",Oshawa
a2t5o00000002BLAAY,Sobeys_Covid_Pool?,7233,FreshCo Leslie & Major MacKenzie - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,L4S 1P5,Ontario,"1430 Major MacKenzie Drive East, Unit A",Richmond Hill
a2t5o0000000XMYAA2,Sobeys_Covid_Pool?,7233,FreshCo Leslie & Major MacKenzie - COVID - MODERNA,L4S 1P5,Ontario,"1430 Major MacKenzie Drive East, Unit A",Richmond Hill
a2t5o0000001c4WAAQ,Sobeys_Covid_Pool?,7207,Sobeys Oshawa - COVID - PFIZER 12+ YEARS OLD,L1K 2Z5,Ontario,"1377 Wilson Road, North",Oshawa
a2t5o0000001c2pAAA,Sobeys_Covid_Pool?,7505,Sobeys Shellard Lane - COVID - PFIZER 12+ YEARS OLD,N3T 1M2,Ontario,"310 Colborne Street, West",Brantford
a2t5o0000003hytAAA,Sobeys_Covid_Pool?,7270,Sobeys Stratford Ontario - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N5A 5T8,Ontario,"581 Huron St, Unit #1",Stratford
a2t5o0000001c5tAAA,Sobeys_Covid_Pool?,7270,Sobeys Stratford Ontario - COVID - PFIZER 12+ YEARS OLD,N5A 5T8,Ontario,"581 Huron St, Unit #1",Stratford
a2t5o0000003hn3AAA,Sobeys_Covid_Pool?,7505,Sobeys Shellard Lane - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N3T 1M2,Ontario,"310 Colborne Street, West",Brantford
a2t5o00000001G5AAI,Sobeys_Covid_Pool?,7211,Sobeys Acton - COVID - MODERNA,L7J 2Y5,Ontario,372 Queen Street East,Acton
a2t5o00000001G6AAI,Sobeys_Covid_Pool?,7203,Sobeys Ajax - COVID - MODERNA,L1T 4E4,Ontario,260 Kingston Road W,Ajax
a2t5o00000001G7AAI,Sobeys_Covid_Pool?,7213,Sobeys Ancaster - COVID - MODERNA,L9K 1K1,Ontario,977 Golf Links Road,Ancaster
a2t5o00000001G8AAI,Sobeys_Covid_Pool?,7214,Sobeys Aurora - COVID - MODERNA,L4G 7J1,Ontario,15500 Bayview Avenue,Aurora
a2t5o00000001G9AAI,Sobeys_Covid_Pool?,7237,Sobeys Barrie(Molson Park) - COVID - MODERNA,L4N 9H5,Ontario,37 Mapleview Drive West,Barrie
a2t5o00000001H8AAI,Sobeys_Covid_Pool?,12345678,Skedulo Test Location (Skedulo Use only) - COVID - PFIZER 12+ YEARS OLD, USA,Ontario,1 Centre St, New York
a2t5o00000001GAAAY,Sobeys_Covid_Pool?,7246,Sobeys Bradford - COVID - MODERNA,L3Z 3B8,Ontario,40 Melbourne Drive,Bradford
a2t5o00000001GBAAY,Sobeys_Covid_Pool?,7221,Sobeys Brampton - COVID - MODERNA,L6Y 0J2,Ontario,8975 Chinguacousy Road,Brampton
a2t5o00000001GCAAY,Sobeys_Covid_Pool?,7276,FreshCo Mississauga & Financial - COVID - MODERNA,L6Y 0E3,Ontario,Unit 11 - 8405 Financial Drive,Brampton
a2t5o00000001GDAAY,Sobeys_Covid_Pool?,7511,FreshCo 50 - Cottrelle - COVID - PFIZER 12+ YEARS OLD,L6P 2R1,Ontario,3998 Cottrelle Boulevard,Brampton
a2t5o00000001GFAAY,Sobeys_Covid_Pool?,7847,FreshCo Brantford - COVID - MODERNA,N3S 2E3,Ontario,50 Market Street  South,Brantford
a2t5o00000001GGAAY,Sobeys_Covid_Pool?,7269,Sobeys Burlington - COVID - MODERNA,L7P 1X8,Ontario,1250 Brant St,Burlington
a2t5o00000001GHAAY,Sobeys_Covid_Pool?,7804,FreshCo Cambridge - COVID - MODERNA,N1R 8L4,Ontario,1 Hespeler Road,Cambridge
a2t5o00000001GIAAY,Sobeys_Covid_Pool?,7506,Sobeys Chatham - COVID - MODERNA,N7M 1W3,Ontario,215 Park Ave,Chatham
a2t5o00000001GJAAY,Sobeys_Covid_Pool?,7268,FreshCo Ninth and Marlborough - COVID - MODERNA,K6H 0A3,Ontario,525 Ninth St. East,Cornwall
a2t5o00000001GKAAY,Sobeys_Covid_Pool?,7222,Sobeys Etobicoke - COVID - MODERNA,M8Y 1H6,Ontario,125 The Queensway,Etobicoke
a2t5o00000001GLAAY,Sobeys_Covid_Pool?,4809,Safeway Fort Frances - COVID - MODERNA,P9A 1H3,Ontario,417 Scott Street,Fort Frances
a2t5o00000001GMAAY,Sobeys_Covid_Pool?,7240,FreshCo Georgetown - COVID - MODERNA,L7G 4B3,Ontario,325 Guelph Street,Georgetown
a2t5o00000001GNAAY,Sobeys_Covid_Pool?,7249,Sobeys Gravenhurst - COVID - MODERNA,P1P 1K8,Ontario,225 Edward Street,Gravenhurst
a2t5o00000001GOAAY,Sobeys_Covid_Pool?,7258,Sobeys Alcona Beach - COVID - MODERNA,L9S 4Y8,Ontario,2080 Jans Boulevard,Innisfil
a2t5o00000001GPAAY,Sobeys_Covid_Pool?,7217,Sobeys Kanata - COVID - PFIZER 12+ YEARS OLD,K2L 4H4,Ontario,700 Terry Fox Drive,Kanata
a2t5o00000001GQAAY,Sobeys_Covid_Pool?,7263,Sobeys March Road - COVID - MODERNA,K2K 1X7,Ontario,840 March Road,Kanata
a2t5o00000001GRAAY,Sobeys_Covid_Pool?,7507,FreshCo Princess - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,K7M 3G1,Ontario,2327 Princess Street,Kingston
a2t5o00000001GSAAY,Sobeys_Covid_Pool?,7212,Sobeys Highland - COVID - MODERNA,N2M 3C5,Ontario,274 Highland Road West,Kitchener
a2t5o00000001GTAAY,Sobeys_Covid_Pool?,7224,Sobeys Kitchener - COVID - MODERNA,N2E 4H9,Ontario,1187 Fischer Hallman Road,Kitchener
a2t5o00000001GUAAY,Sobeys_Covid_Pool?,7259,Sobeys Ira Needles - COVID - MODERNA,N2N 0B2,Ontario,235 Ira Needles Blvd,Kitchener
a2t5o00000001GVAAY,Sobeys_Covid_Pool?,7216,Sobeys Lakeshore - COVID - PFIZER PEDIATRIC 5-11 YEARS OLD,N9K 1C7,Ontario,19 Amy Croft Drive,Lakeshore
a2t5o00000001GWAAY,Sobeys_Covid_Pool?,7274,Sobeys Wonderland - COVID - MODERNA,N6H 0H9,Ontario,661 Wonderland Rd. N,London
a2t5o00000001GXAAY,Sobeys_Covid_Pool?,7208,FreshCo Markham - COVID - MODERNA,L3P 8M1,Ontario,9580 McCowan Road,Markham
a2t5o00000001GYAAY,Sobeys_Covid_Pool?,7272,Sobeys Milton - COVID - MODERNA,L9T 8X3,Ontario,1035 Bronte St South,Milton
a2t5o00000001GZAAY,Sobeys_Covid_Pool?,7204,Sobeys Mississauga - COVID - MODERNA,L5M 7L9,Ontario,5602 Tenth Line West,Mississauga
a2t5o00000001GaAAI,Sobeys_Covid_Pool?,7267,FreshCo Lundy's Lane - COVID - MODERNA,L2H 1T6,Ontario,5931 Kalar Road,Niagara Falls
a2t5o00000001GbAAI,Sobeys_Covid_Pool?,7225,Sobeys Oakville - COVID - MODERNA,L6J 4W3,Ontario,511 Maple Grove Drive,Oakville
a2t5o00000001GcAAI,Sobeys_Covid_Pool?,7230,Sobeys Glen Abbey - COVID - MODERNA,L6M 3G3,Ontario,1500 Upper Middle Road,Oakville
a2t5o00000001GdAAI,Sobeys_Covid_Pool?,7234,Sobeys Orangeville - COVID - MODERNA,L9W 5L1,Ontario,500 Riddell Road,Orangeville
a2t5o00000001GeAAI,Sobeys_Covid_Pool?,7508,Sobeys Trim/Innes - COVID - MODERNA,K4A 0G4,Ontario,5150 Innes Road,Orleans
a2t5o00000001GgAAI,Sobeys_Covid_Pool?,7220,Sobeys Paris - COVID - PFIZER 12+ YEARS OLD,N3L 2N9,Ontario,307 Grand River Street N,Paris
a2t5o00000001GhAAI,Sobeys_Covid_Pool?,7223,Sobeys Peterborough - COVID - MODERNA,K9J 2A1,Ontario,1200 Lansdowne Street W,Peterborough
a2t5o00000001GjAAI,Sobeys_Covid_Pool?,7244,Sobeys Jefferson Square - COVID - MODERNA,L4E 3N6,Ontario,11700 Yonge Street,Richmond Hill
